,reviewerID,asin,overall
20653,A1S1SSE7HQDZEW,B00E51B39M,3.0
20654,A1FLQWEKAVKISV,B00178TVXG,5.0
20655,A39TFW3VSUVULK,B005HO0A1I,5.0
20656,AWYM7E1FQYGPX,B0068Y6CA4,3.0
20657,A1VD5TF1Z5VM4O,B002FCH4B4,5.0
20658,A15H8H0ZE3D28D,B002PBAJ4Y,4.0
20659,A18J7M9G8G21DN,B00027CDYM,5.0
20660,A23HVYQI845MB8,B0077CNO1G,2.0
20661,A17O9AHKHK66AI,B00EA4MHN0,4.0
20662,A1VD5TF1Z5VM4O,B002FJ11UW,5.0
20663,AIO4CPZPBEYE1,B002WTC37A,5.0
20664,A15H8H0ZE3D28D,B001U9M2EW,5.0
20665,AK7HAE6NNZBZO,B00AZYF90C,5.0
20666,A3M8MKUDAMEJC6,B003ZBL820,4.0
20667,A30OEANE835RE5,B002ZTV9SG,5.0
20668,A23TGVXO18ZLY3,B004ITB3IW,5.0
20669,A30IISN5P0HTII,B00027YZKM,5.0
20670,A298MOJ5R8YWJM,B000VVD6ZE,4.0
20671,A3H5FUA3ILLOBD,B00387F426,3.0
20672,AK7HAE6NNZBZO,B00AFCP9FO,4.0
20673,A15ED90V5GEAV5,B00AEYGIR6,1.0
20674,AGC4M8GFX35BE,B005E0NDEG,2.0
20675,A2UR51D5V2GDXP,B007Q22HMY,5.0
20676,A2P5FNH7X2PIE3,B000UPRSKA,5.0
20677,A36OVHMJLRHCEJ,B001ET7892,5.0
20678,A116VGNX84YL7I,B0040ZG3MK,5.0
20679,A58DF8Y9D4O1Y,B00133AUKI,3.0
20680,A1V3PCKVCJ3TTZ,B00BUMDR1Q,3.0
20681,A3WSLTE30N0YW,B0000535UM,5.0
20682,A23U4P95VS4ZPB,B001UE7D2I,3.0
20683,ALOWEXH7NJVJB,B00A3Q9LPG,3.0
20684,A2UT0FWM1DHKFJ,B009G0E59M,3.0
20685,A32E0D8WI1IN87,B004C1101G,5.0
20686,A3WSLTE30N0YW,B0000535UN,5.0
20687,A35KVDOAIXUQU,B0013CSGBE,3.0
20688,A1T5SIV8M5N7LB,B002SV0XYW,3.0
20689,A3I4P8M49OVFM9,B006QO4BRM,5.0
20690,A2ZXDE5XN4HW5O,B0000UTUW4,5.0
20691,A2ZKQC0XCIIAEM,B00CP0R5LK,4.0
20692,AUNPQ2LMVIU7I,B007Q22HMY,5.0
20693,A35HOUWHAYZZN6,B009ZRFJFA,5.0
20694,A2GA64WZK8PKBC,B00EHWP67E,5.0
20695,A1VTOFY4N47RGF,B00EA4MHN0,5.0
20696,A2ZK5BWERTTZRN,B006MA94PO,1.0
20697,AJ317DXOHVBOS,B001F51TBI,4.0
20698,A2NWHE8VIMUM5F,B0002DLEJG,5.0
20699,A1LZWGHI7AIRVJ,B003VI0HVA,3.0
20700,A298MOJ5R8YWJM,B00604MRN8,4.0
20701,A1VD5TF1Z5VM4O,B00507T7XO,5.0
20702,A279A4Y2N1CQ26,B00CP0R5LK,4.0
20703,A30OEANE835RE5,B00373DIYM,5.0
20704,AALXXONHUS375,B00E51B39M,5.0
20705,A18J7M9G8G21DN,B003ZS4WJY,5.0
20707,APG4YVSUN3T6S,B003IXP6P0,5.0
20708,A15H8H0ZE3D28D,B002LFQ5MO,4.0
20709,APOG50B48QEWW,B004Z40048,5.0
20710,A3PKXLIC2GVT8X,B00B4YY1GU,5.0
20711,A3ODG7Y53Y04R9,B000260KIO,1.0
20712,A1BXVZSQOJE6UE,B009G0E59M,4.0
20713,APDCTBUOUSGZ4,B008YPNSNE,1.0
20714,A1J41K2GXGHC45,B003Y57G7I,4.0
20715,A36OVHMJLRHCEJ,B0069FDR96,2.0
20716,AWPODHOB4GFWL,B00EA4MHN0,4.0
20717,A2UR51D5V2GDXP,B004TSFEBY,4.0
20718,A1SP15NITA08OW,B003UYZ9XQ,1.0
20719,A1LZQMF73C3QCG,B00609D92Q,5.0
20720,A1A1PYS58T6URZ,B0026RCMAG,1.0
20721,A2H0G0L0E6DPCA,B004AJ1MN6,5.0
20722,A15SGYZZNJFZUR,B004MJGDQ0,5.0
20723,ADJAFCKGZH27Y,B007CY2C76,4.0
20724,A2LFWJ8X817QGX,B00A99XF0Y,5.0
20725,A1EVV74UQYVKRY,B00BUMDR1Q,5.0
20726,A5ZD6FBMZQGDS,B00CA05FO4,4.0
20727,AW13H0D7Z80SG,B004BCVICC,5.0
20728,A36MP37DITBU6F,B00DEG8N9W,5.0
20729,A213K2FZQ79RRA,B004TSF8R4,5.0
20730,A28SADW5GPJEFA,B003VMM74Q,5.0
20731,ALS0MQ6MPIKIP,B003TXO7XQ,5.0
20732,A2L0BZABLRIAWG,B005J5T5VG,1.0
20733,A213K2FZQ79RRA,B004BCVALG,3.0
20734,A83I2S2W31SZV,B0038TVH3Y,3.0
20735,A1AHOH6YN3RYO6,B0036Q4RZE,5.0
20736,A2C49GDA5P53NW,B003J4TJTM,3.0
20737,A2L0BZABLRIAWG,B003ZUOCN8,5.0
20738,A83I2S2W31SZV,B000JWM7FA,4.0
20739,A1M0QGUM4K0353,B008U97YNY,5.0
20740,A28SADW5GPJEFA,B003VMFITM,5.0
20741,APDCTBUOUSGZ4,B004SSRSRS,5.0
20742,A28SADW5GPJEFA,B000REOEYM,5.0
20743,A28SADW5GPJEFA,B003VMZTCI,5.0
20744,A213K2FZQ79RRA,B00016XJ4M,1.0
20745,AFQZ73ALJZFI6,B003ZTVDBS,5.0
20746,A12ZHHU0PZPZ92,B00BEGEQKE,5.0
20748,A83I2S2W31SZV,B0092MCO88,5.0
20749,ATH3U4X61L8D5,B002HSWFWY,5.0
20750,A3CKL8NHJ1I8FP,B003X18NPW,3.0
20751,A2FAHY26BXZFWZ,B006YQ40ZA,5.0
20752,A1NRAKBX91K3SF,B008AGWMEI,5.0
20753,A1L6BI9Z8T8Y9E,B0019V5E96,5.0
20754,A3TLXSBOZ3R09V,B004SU8EKG,3.0
20755,AK7HAE6NNZBZO,B001ET7IWE,5.0
20757,A1GFXA2XVPNTZH,B0037QGE9A,5.0
20758,A28CZYB491LAMC,B000C1W032,4.0
20759,A28VIMG9J06BLP,B004LUZ956,5.0
20760,AXN7JCGIUF1FS,B00A7H8ECW,4.0
20761,A1L6BI9Z8T8Y9E,B000XYPNMS,4.0
20762,A83I2S2W31SZV,B005W56A5M,3.0
20763,A1BGN1UM5GT19I,B000980PGM,5.0
20764,A1L6BI9Z8T8Y9E,B0006PJTB0,5.0
20765,A349KQHU3JGJ47,B00AXRBAEA,3.0
20766,AFQZ73ALJZFI6,B00AO4E9L8,5.0
20767,A3FQ6S8ZN081T4,B00005A43X,1.0
20768,A12ZHHU0PZPZ92,B0030GFXMQ,5.0
20770,A1H4OW4UJ1GMJA,B0092MCQZ4,5.0
20771,A1JV4QKTEB7QBL,B003JTF3VK,5.0
20772,A37IHRVO8JWYF2,B00BV5EX88,5.0
20773,AFQZ73ALJZFI6,B004BD11DM,5.0
20774,AK7HAE6NNZBZO,B001UTK76C,3.0
20775,A2R1HUYHXV7H18,B00CA05FO4,3.0
20776,ATH3U4X61L8D5,B004MJIL92,5.0
20777,A2RF2V7ID1WXB0,B001KYS930,5.0
20778,A3CKL8NHJ1I8FP,B007CN3HDA,3.0
20779,A1UYTLCBBEXGXK,B008O4YM4Y,5.0
20780,A27F2SJZZU1762,B002LVJBPG,5.0
20781,A2IVN0NCHQEZZN,B0000535OF,3.0
20782,A1L6BI9Z8T8Y9E,B0007WL21M,5.0
20783,A103979529MRJY0U56QI4,B0032PQPWW,5.0
20784,A2L0BZABLRIAWG,B003VMV7D8,4.0
20785,AJO9DHSRIO5E6,B00ATWDTIE,5.0
20786,A3GAF7LFKL598I,B001ET6Y4C,4.0
20787,A37IHRVO8JWYF2,B007VH5EBK,4.0
20788,APDCTBUOUSGZ4,B0001ZYLAO,3.0
20789,A1DSF6HRLM6S5K,B000PLUZL8,5.0
20790,A1UUQ1GHSO2QTU,B003V9L37Q,5.0
20791,A2FFIW1SFUZ4QT,B000PP15L8,5.0
20793,APDCTBUOUSGZ4,B003VMVBVG,5.0
20794,A2FFIW1SFUZ4QT,B0012JY42I,5.0
20795,AFQZ73ALJZFI6,B000AO2NXS,5.0
20796,A1L6BI9Z8T8Y9E,B0002Z81O0,5.0
20797,A1BGN1UM5GT19I,B000PKYCJA,5.0
20798,A213K2FZQ79RRA,B002UL10M4,5.0
20799,A3QHB0UDJSBZH2,B001FSK8SA,1.0
20800,AOCAKWBTAFAFE,B00E68O4JU,5.0
20801,AFQZ73ALJZFI6,B00B22BCJS,4.0
20802,A1IIXYPDOHPVIW,B004O6ITPE,4.0
20803,A2IVN0NCHQEZZN,B000052YM7,3.0
20804,A22ZWWDP5FBEM6,B005N2ZLHW,2.0
20805,A2F4FJ3BIZ68GJ,B000VI1186,5.0
20806,A25NT9MZV9RTR7,B00EA4MHN0,2.0
20807,A29L9B4D8OVD9L,B0032PQPWW,5.0
20808,A2FAHY26BXZFWZ,B00012NJZA,5.0
20809,A1H4OW4UJ1GMJA,B001H943F6,3.0
20810,A3JZJVHQFDEQXO,B004ZD2M6I,2.0
20811,AA5TL7YICI9WM,B004A7OVBI,5.0
20812,A2FFIW1SFUZ4QT,B000YJ2SKM,5.0
20813,A28CZYB491LAMC,B0050EB0BE,5.0
20814,A378MSQQT40OPE,B000TDFA3K,5.0
20815,A1AYQUCG73HKA,B002Q6YYRG,5.0
20816,A3GAF7LFKL598I,B00BRGUNV2,3.0
20817,A27F2SJZZU1762,B002LFLXDA,5.0
20818,A28SADW5GPJEFA,B000SRTOC0,5.0
20819,A22ZWWDP5FBEM6,B009YCEMU4,1.0
20820,A2F4FJ3BIZ68GJ,B006T8T0P8,4.0
20821,A1USIQJ4OC0YFK,B00508C7O4,3.0
20822,AF8SREA2XE7BJ,B004AIAVYS,5.0
20823,A2RF2V7ID1WXB0,B006T8BYAM,5.0
20825,A1RRMZKOMZ2M7J,B00AN0QF9W,2.0
20826,A28VIMG9J06BLP,B003MJ7Z0O,5.0
20827,A213K2FZQ79RRA,B001TJXI5U,3.0
20828,A1USIQJ4OC0YFK,B006T8BWOA,2.0
20829,A28CZYB491LAMC,B000C1Z2D2,5.0
20830,A213K2FZQ79RRA,B0033AYPXC,5.0
20831,AYIVP2Q1XP3H8,B001AL4DBA,5.0
20832,AXN7JCGIUF1FS,B00AEM0W70,5.0
20833,A378MSQQT40OPE,B00ABCWATG,3.0
20834,A28SADW5GPJEFA,B0055E61KY,5.0
20835,A1ZMZ7HSXQWA9O,B00AQGB7AU,5.0
20836,A1L6BI9Z8T8Y9E,B0034DHE3G,4.0
20837,A3I7GLBHAHNFY,B00021AM9G,5.0
20838,A2PAC3VTCX6BDR,B00CF5W2D6,5.0
20839,A1BGN1UM5GT19I,B000X1LOJM,5.0
20840,A1A4T737KJWM79,B006IBM21K,5.0
20841,A2LO1YE4Q0N4F,B00BB8ZIW0,5.0
20842,A2IVN0NCHQEZZN,B000052YM4,4.0
20843,AK7HAE6NNZBZO,B001FB5IQO,1.0
20844,A22ZWWDP5FBEM6,B006J11NKK,2.0
20845,A1R4XP76SOQGSD,B007441K54,5.0
20846,A2DMM4YRMWNQ4V,B00028M3N2,4.0
20847,A3GUN04FDDOTS8,B001MA0QY2,5.0
20848,A28SADW5GPJEFA,B003VMZHKM,5.0
20849,A1M0QGUM4K0353,B008PTPSF0,5.0
20850,A1AHOH6YN3RYO6,B00BCMNTPS,5.0
20851,A22ZWWDP5FBEM6,B0073B3BUU,3.0
20852,AS7OAU213UDEK,B003Z4QHP0,3.0
20853,A3I7GLBHAHNFY,B001PPMLS8,5.0
20854,A2RF2V7ID1WXB0,B001BPFQF2,5.0
20855,A1NRAKBX91K3SF,B001R2S8HM,5.0
20856,A83I2S2W31SZV,B007ROD2P2,4.0
20857,AZ9N3928BGQ0E,B00EA4MHN0,2.0
20858,A1GFXA2XVPNTZH,B00008MNZH,5.0
20859,A6KTMD1302DH3,B0009P4PZC,5.0
20861,A1ARU61JWIFNUS,B00G053H6I,5.0
20862,AXN7JCGIUF1FS,B000HRVC5I,5.0
20863,A1CLT07JCF8928,B00150LT40,5.0
20864,AO6QD7BREJGZ0,B0085E36EK,4.0
20865,A1L6BI9Z8T8Y9E,B001DBPZQE,5.0
20866,AE4NGUWTWHY3O,B0068Y6CA4,5.0
20867,A3JXBZ8F65100O,B00EA4MHN0,4.0
20868,A296FSHMV48ZS3,B000PHRIQM,3.0
20869,A28SADW5GPJEFA,B003VMZRYI,5.0
20870,A28SADW5GPJEFA,B003VMZYSC,5.0
20871,A329RQ0HHOEMA3,B001TSQYHA,5.0
20872,A83I2S2W31SZV,B0012J30LY,5.0
20873,AXN7JCGIUF1FS,B007O7AZBG,3.0
20874,A1USIQJ4OC0YFK,B0028CX8FW,2.0
20875,AI0131QZO047J,B00178VX50,5.0
20876,A36G4N8PLU7EDB,B00E770EE4,5.0
20878,A213K2FZQ79RRA,B0002JGU30,3.0
20879,A28CZYB491LAMC,B000C1UFP2,4.0
20880,A28CZYB491LAMC,B0009N5EZY,5.0
20881,A1U7V9UW26RTOW,B006RFZ66K,5.0
20882,A1GFXA2XVPNTZH,B0009OAGRE,5.0
20883,A1NRAKBX91K3SF,B008QMWVP6,5.0
20884,A3GAF7LFKL598I,B003Z4OD24,3.0
20885,AYIVP2Q1XP3H8,B000142FVW,5.0
20886,AT4MAOPU3QJCB,B006IBM21K,5.0
20887,A1BGN1UM5GT19I,B0019227LS,5.0
20888,A11LGC72DJCXXZ,B00B0GOSNI,4.0
20889,AF0E5TGS52NRD,B000052YJH,5.0
20890,A1KE359KW4WXE,B005LN66Y0,2.0
20891,A1F5UPXKIDDXPB,B006OMHV00,1.0
20892,A3BPO34WTIA13,B007PY4QV8,2.0
20893,AN4HRAGRHHX1H,B00CA05FO4,3.0
20894,A1M0QGUM4K0353,B00871KNRY,5.0
20896,A28SADW5GPJEFA,B009JXI3E4,5.0
20897,AGKCJTAO1RJBW,B0019QU5P4,5.0
20898,APDCTBUOUSGZ4,B003VGMOR2,5.0
20899,A28SADW5GPJEFA,B003VMXXVW,5.0
20900,A1A4T737KJWM79,B0063TFLG0,5.0
20901,A1AYQUCG73HKA,B009P3CCYA,5.0
20902,A103979529MRJY0U56QI4,B00B6661XM,5.0
20904,A12ZHHU0PZPZ92,B00014EH2C,5.0
20905,A1AYQUCG73HKA,B009YZ2DAW,4.0
20906,A1437CAM9CNC1E,B00EHWP67E,3.0
20907,A2DMM4YRMWNQ4V,B000ELP5KA,5.0
20908,A1M0QGUM4K0353,B0080GV0Z0,5.0
20909,A3JZJVHQFDEQXO,B002MZ8BK2,5.0
20910,A378MSQQT40OPE,B00DPV1RSA,4.0
20911,A16EX7FYCNQNJD,B002MZ8BK2,5.0
20912,A6WS7UHTSNDYP,B000196U04,5.0
20913,A1L4HMBMDWGXT1,B005UOAJLQ,5.0
20914,A28VIMG9J06BLP,B000BB9L0S,5.0
20915,A1PUK5MJ9G076R,B00G8WB8MI,5.0
20916,APDCTBUOUSGZ4,B004J6WCBQ,5.0
20917,AI0131QZO047J,B000G33KEO,4.0
20919,A1A6V42B0ZN42V,B0002WUHTU,5.0
20920,A15T9G38F589KM,B00AV1IJME,5.0
20921,A2EK2CJNJUF7OQ,B0000530ED,4.0
20922,A28CZYB491LAMC,B000052ZTY,5.0
20923,A1PK9JYJF5Y2V6,B0006GZBMA,5.0
20924,A3A90CELVLOUP6,B00D6EDGZI,4.0
20925,A14E8WUM69EA4W,B0000532YN,5.0
20926,ALS0MQ6MPIKIP,B003VRC12O,5.0
20927,A329RQ0HHOEMA3,B004VFXVJW,3.0
20928,A22ZWWDP5FBEM6,B007TQBGCY,2.0
20929,A5FS1910RHV6S,B001D3K6U2,5.0
20930,A83I2S2W31SZV,B002HWS7RM,5.0
20931,A329RQ0HHOEMA3,B0043OYFKU,5.0
20932,AK7HAE6NNZBZO,B0088K2W4Q,3.0
20933,A1BGN1UM5GT19I,B000YC718S,5.0
20934,A1USIQJ4OC0YFK,B00356UHT0,1.0
20935,A28SADW5GPJEFA,B007TLJP2W,5.0
20936,A3UJBNMYYL3C89,B000ZMBSPE,5.0
20937,AE4NGUWTWHY3O,B00A51LI1O,5.0
20938,A1NN0A2NG50PSU,B005EVOLI2,2.0
20939,A349KQHU3JGJ47,B00D6EDGZI,4.0
20940,A2FAHY26BXZFWZ,B006VX5RQW,5.0
20941,A28SADW5GPJEFA,B004SS8WWS,5.0
20942,A1YHSQ3GAFTNEG,B004BUY5RY,3.0
20943,A14030WNNO0SP8,B0084A5PSK,4.0
20944,AFI2W95Q6P0AH,B0043OYFKU,5.0
20945,A2DB3W4GWFLJIA,B00644YNCM,4.0
20946,ACZ94JB8BFMJ9,B002PBAJ4Y,5.0
20947,A3G4MUZMQH8NNQ,B000EVGQ0S,4.0
20948,A1FMHA5IPM9O4,B000052YM0,1.0
20949,A1YHSQ3GAFTNEG,B0042PE8LQ,5.0
20950,A5A9N3HZT14KD,B00012NJZA,4.0
20951,A3AYSYSLHU26U9,B00G8WB8MI,5.0
20952,A2DB3W4GWFLJIA,B001GMN7K6,5.0
20953,ANWGU39XG6E1E,B000V8MTIC,4.0
20954,A2AEQSSI637PJ0,B008B4FKLG,5.0
20955,A35GTUSEQCME1O,B008T85MU8,4.0
20957,A2GXYO0DG83MV7,B001L413AU,5.0
20959,A205IFGKWY535D,B00DWKRJ18,3.0
20960,A21KPAMFG12KYR,B0046KFZC8,3.0
20961,AZPWM51DI1VP7,B009A0VT1K,5.0
20962,A2K2YAJVXEU4ZB,B003V9L37Q,4.0
20963,A2NP8RNW9T5BQF,B000HK1ON0,3.0
20964,A06298653TJ91G7R7MD6R,B003FBRVAS,2.0
20965,A1CG6I22WS6LRE,B0030HAE2Y,2.0
20966,A2GXYO0DG83MV7,B001TJXI5U,5.0
20967,A2RWITR1MTH8T3,B00373MSNE,5.0
20968,AX51LQ35FS86N,B001MIZMLG,5.0
20969,AJZ00U0F35WG2,B0015C0RIC,5.0
20970,A1YHSQ3GAFTNEG,B009HOU1TU,4.0
20971,A2DB3W4GWFLJIA,B000PQDKU6,5.0
20972,A2BD4PA680QAY1,B008QMWVP6,4.0
20973,A2NP8RNW9T5BQF,B007S0CM2Y,4.0
20974,A1VDACSUF4EQAY,B00DQ2IMIQ,3.0
20975,A14KYWQZ0LTWOF,B001HTYJLO,4.0
20976,A30YFGWIM47DJZ,B003TOW1H4,5.0
20977,A24WYPFHN50TO3,B008QWW9GM,5.0
20978,AW9AE54KYVNVT,B000OYLBJG,5.0
20979,A2ULZZWUUNG1W3,B0006Q0HEC,1.0
20980,A9XLJQ93TGJGB,B001UHN0I6,4.0
20981,A1YHSQ3GAFTNEG,B004BEB9SI,4.0
20982,A1HC0DV6RF4PJ2,B008JHQ8HU,4.0
20983,A2ZK1I3BPGLOVD,B000GCQ04C,5.0
20984,A31Y11J8A7JFC7,B00FSAT2CY,5.0
20985,AKAUURXS9ZH37,B001ET7BF8,5.0
20986,A38LQHK1OI66AN,B0014UAHQW,5.0
20987,A16TRKNYOSR73Y,B003UH0528,5.0
20988,A3KIBLDPW1D6P9,B00DJKU1Y8,5.0
20989,AFQ7VK2GL265J,B002LE54P4,5.0
20990,A2ZTV9TMWTE2LB,B002R25GMQ,5.0
20991,A38LQHK1OI66AN,B003IU9HI0,5.0
20992,A2ZK1I3BPGLOVD,B000052YJM,5.0
20993,A1CKCGZIHFBUR1,B006L1DNWY,5.0
20994,A2O7XT1RIQS09Y,B004Y9GV60,3.0
20995,A2W9VGCIJQG0NI,B007SG2QT2,5.0
20996,A18Q2HNU710PS8,B007JXLT9M,5.0
20997,A1CJ58ZC70RI24,B000053L6W,3.0
20998,A2RWITR1MTH8T3,B007Q0WW0S,3.0
20999,A3V4J4JDLTOUZZ,B00092M2ZU,5.0
21000,A2BG4K6KD4B3EQ,B000EEZAXO,5.0
21001,A06298653TJ91G7R7MD6R,B004KEWXQQ,5.0
21002,A27F2SJZZU1762,B000YDJGVC,2.0
21003,A93SRU78HLB2P,B004BCX8B6,5.0
21004,A16NKS38QSBLZ9,B003H8180I,2.0
21005,A3CRA7EPM4EI2Z,B009G0E59M,5.0
21007,A93SRU78HLB2P,B0018QE1IC,5.0
21008,A27F2SJZZU1762,B0039UT9QE,5.0
21009,A3113NZ7WBL3AE,B000142FVW,5.0
21010,A35GTUSEQCME1O,B008PTPSF0,4.0
21011,A29GF42C0YFQOK,B000EPA4FW,5.0
21012,A2DRMIK62PXTFP,B000C1UEZI,5.0
21013,A3FHSLWEMH7JD8,B00EA4MHN0,5.0
21014,A1NRAKBX91K3SF,B004BYR13K,5.0
21016,A1CKCGZIHFBUR1,B008LQRMAQ,5.0
21017,A2SIAYDK7GG7QA,9759091062,3.0
21018,A3PI8OSXZ82Y6X,B00CBK017Y,5.0
21019,A2CWUYM78Q50QA,B005CRJUEI,3.0
21020,A2FAHY26BXZFWZ,B008U12YV4,4.0
21021,A2I29FE1UJ2Q21,B0031DMKVA,4.0
21022,AFQ7VK2GL265J,B000SWY02O,5.0
21023,AOLA46F8A5T61,B00A76CPUA,3.0
21024,A21KPAMFG12KYR,B000NSQ63E,5.0
21025,AQOFLJ2IOMOO8,B003FP86SK,2.0
21026,A8710RWTFG3IY,B00DD94A4W,4.0
21027,AOLA46F8A5T61,B004Z40048,5.0
21028,A16TRKNYOSR73Y,B003UF0RB4,5.0
21029,A2K2YAJVXEU4ZB,B0020MMCZW,2.0
21030,A1X2ZLQW3I3JJ3,B004OHQR1Q,5.0
21031,A27F2SJZZU1762,B0082D9VTS,5.0
21032,A210O6L9KCLNB6,B003YJ9YBU,4.0
21033,A1YP3QSM10EECD,B000X1YING,5.0
21034,A2FAHY26BXZFWZ,B0000UTUVU,5.0
21035,A27F2SJZZU1762,B000UJTRT6,3.0
21036,A2I29FE1UJ2Q21,B004YL64RE,4.0
21037,A35GTUSEQCME1O,B001H270RQ,5.0
21038,AP4FGZFY481T8,B001AATJZG,5.0
21039,A14KYWQZ0LTWOF,B003TJGNH8,4.0
21040,A2D3BBD9EQ7KVR,B006UETRWC,5.0
21041,AZPWM51DI1VP7,B008PTPSF0,5.0
21042,A205IFGKWY535D,B000OYJ9AO,5.0
21043,ARG3JQBLBLN1J,B000MUV9NU,3.0
21044,A14PUVBCY493J9,B000AA5VZ4,4.0
21045,AEC90GPFKLAAW,B00DCF7QW0,4.0
21046,A1ZK5LC434CIYJ,B0006OU078,4.0
21047,A2M3CDWZW5I4QX,B000OIHHYK,5.0
21048,A1DNXL8BIR5R8R,B0084A5PSK,5.0
21049,AFQ7VK2GL265J,B00396VE7U,5.0
21050,A17APETXI65FPR,B008GOR6O0,4.0
21051,A1TN3OUYQ44J3M,B001ET78QK,5.0
21052,A9MTN0D260WAD,B003FO70Z6,5.0
21053,A31ODJAFB7AG1,B000UPRSKA,5.0
21054,A3LAQEWRLEP80C,B000FQ4ZX2,5.0
21055,A21AJWWROH0OA8,B002QI1F8A,5.0
21056,A2DB3W4GWFLJIA,B005X2F7JY,2.0
21057,A3AWV00ZU7MSK1,B00EHWP67E,5.0
21058,AOLA46F8A5T61,B00538TSMU,4.0
21059,A2HRHF83I3NDGT,B000YJ2SLG,5.0
21060,AOJE81WSTL43F,B009D7V4WO,4.0
21061,A210O6L9KCLNB6,B007TNHQOY,4.0
21062,A210O6L9KCLNB6,B00A51P1VC,3.0
21063,A2M3CDWZW5I4QX,B007QAV4T8,3.0
21064,ALQGOMOY1F5X9,B0089JVDPK,5.0
21065,AJZ00U0F35WG2,B005WTKB2Q,4.0
21066,A1NRAKBX91K3SF,B000GR9OIQ,5.0
21067,A93SRU78HLB2P,B0041R15AC,5.0
21068,AQOFLJ2IOMOO8,B007O7AZBG,2.0
21069,A3S35UTTDO7605,B000QUJ0IC,2.0
21070,A210O6L9KCLNB6,B000ZMBSPE,5.0
21071,A205IFGKWY535D,B001B7GJ2E,1.0
21072,A3G6LJUQ9GCZRA,B004X1QECA,3.0
21073,A06298653TJ91G7R7MD6R,B004X1QECA,5.0
21074,A14PUVBCY493J9,B005X5GR8Q,5.0
21075,A12VPAGE4NL1YP,B003VMU63K,5.0
21076,ADRU5V1ALTUYA,B000I5MJ8S,5.0
21077,A27JMU4CHS8MM0,B000052YN7,5.0
21078,A2SIAYDK7GG7QA,B008X20VRO,4.0
21079,AJZ00U0F35WG2,B000V2F9RQ,5.0
21080,A3INITPVRAXFOK,B0002SGSNI,5.0
21081,AZPWM51DI1VP7,B008PEXV3Q,5.0
21082,A2ZK1I3BPGLOVD,B000F41ZEG,5.0
21083,AOLA46F8A5T61,B008SPOKIW,5.0
21084,A183BNSGGKR7R9,B004A7VG70,4.0
21085,A2RWITR1MTH8T3,B004BCXEF6,5.0
21086,A3O0KFFPJVE44N,B005VNQY2E,5.0
21087,AZPWM51DI1VP7,B007TL60IE,4.0
21088,A2F4FJ3BIZ68GJ,B00AH4THVM,4.0
21089,A2DB3W4GWFLJIA,B001169LHK,3.0
21090,A22KF5KPBPD872,B00604MUWG,1.0
21091,A2F540P3L6P5CL,B00CA05FO4,5.0
21092,A1R377IPZOKLMM,B00BUMDR1Q,5.0
21093,ABDR6IJ93HFIO,B000RL0OYE,5.0
21095,A2KUK2GLJDWAVQ,B00604MUWG,5.0
21096,A1HC0DV6RF4PJ2,B000SSDTOS,5.0
21097,A06298653TJ91G7R7MD6R,B0000531II,5.0
21098,A3MEMX0XF00TBD,B00AXRBAEA,2.0
21099,AX51LQ35FS86N,B003U4LGV0,5.0
21100,A1NRAKBX91K3SF,B003V808ZA,5.0
21101,AAG21OJTG7MSI,B003U4LGV0,4.0
21102,A1WFR84ZRK1DR9,B002ZTV9SG,4.0
21103,A18Q2HNU710PS8,B003S16H5A,5.0
21104,A2I29FE1UJ2Q21,B000C230QC,5.0
21105,AOLA46F8A5T61,B00DAYGJVW,4.0
21106,A16TRKNYOSR73Y,B002UUT38I,5.0
21107,A8GV08VRRXTFZ,B002VH64KA,5.0
21108,A2ZTV9TMWTE2LB,B008OLVBEQ,5.0
21109,A3LAQEWRLEP80C,B000FQUGXA,5.0
21110,A210O6L9KCLNB6,B000F6RFX4,4.0
21111,A210O6L9KCLNB6,B000WNLFBI,5.0
21112,A1CKCGZIHFBUR1,B004DBXLU8,5.0
21113,AJ317DXOHVBOS,B001G79X4U,2.0
21114,A2M3CDWZW5I4QX,B001LF4BEE,4.0
21115,A22KF5KPBPD872,B007RTR9E2,1.0
21116,ALQGOMOY1F5X9,B000052YQU,4.0
21117,A1ZK5LC434CIYJ,B004WC37SY,5.0
21118,AOJE81WSTL43F,B004667UHA,5.0
21119,A03236882LUP4ARMDDMXU,B000BIUGSM,2.0
21120,A85DA0OZBH1HG,B009653PQ6,5.0
21121,A8GV08VRRXTFZ,B000I5JEAO,3.0
21122,AJ4MN7JLDZBV1,B007ZRXYK4,3.0
21123,A93SRU78HLB2P,B0045F6A64,5.0
21124,A29GF42C0YFQOK,B0091XL4B6,5.0
21125,A2JUMNQQCG5S8,B008IU4WUS,5.0
21126,A2DB3W4GWFLJIA,B003ILUQPM,4.0
21127,A205IFGKWY535D,B00188IFHS,5.0
21128,AOLA46F8A5T61,B00DQ2IMVS,5.0
21129,A2T0BXKW56SBH9,B00DQUVXPW,5.0
21130,A17W4YG9W016T1,B001ET76EY,5.0
21131,A21KPAMFG12KYR,B003V265QW,5.0
21132,A2ZK1I3BPGLOVD,B009CUYUVY,5.0
21133,A15T9G38F589KM,B002PBJIPK,3.0
21135,A24WYPFHN50TO3,B005PYWS60,2.0
21136,A16TRKNYOSR73Y,B006U98T08,1.0
21137,A1X2LENOF84LCQ,B00AEM0YH8,2.0
21138,AFQ7VK2GL265J,B002NBF8SI,5.0
