"","asin","avg.rating","brand","categories","price","salesRank","title"
"2027","B000TCIGBO",5,"DAISAN","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",7.64,"{'Health & Personal Care': 9914}","Daisan 5-layer Cotton Facial Cosmetic Pad - 80 sheets"
"2028","B000TD2QXC",5,"PCA Skin","[['Beauty', 'Skin Care', 'Face', 'Oils & Serums']]",39.8,"{'Beauty': 8867}","PCA Skin A and C Synergy Serum (Phaze 23), 1 Fluid Ounce"
"2029","B000TDBJHQ",5,"Silicon Mix","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",8.95,"{'Beauty': 21041}","Silicon MIX Intensive Hair Deep Treatment 36oz"
"2030","B000TDFA3K",4.6,"Avanti","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",10.65,"{'Beauty': 1431}","Silicon MIX Intensive Hair Deep Treatment 16oz By Avanti[health and Beauty]"
"2031","B000TDFJZY",4,"Avanti","[['Beauty', 'Hair Care', 'Conditioners']]",9.51,"{'Beauty': 29824}","Silicon Mix Intensive Leave in Hair Shine and Conditioner 8oz"
"2032","B000TDG2PU",5,"Silicon Mix","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",22.39,"{'Beauty': 3253}","SILICON MIX Intensive Hair Treatment 60 oz"
"2033","B000TF70J0",4.33,"Salerm","[['Beauty', 'Hair Care', 'Hair Loss Products', 'Hair Regrowth Treatments']]",9.68,"{'Beauty': 29362}","Salerm Energy Hair Regenerator 4 Applications Big Sale!"
"2034","B000TFADXA",5,"Salerm","[['Beauty', 'Hair Care', 'Conditioners']]",11.68,"{'Beauty': 5564}","Salerm 21 B5 Silk Protein 6.9 oz (200 ml)"
"2035","B000TFJHZ0",4.4,"DermOrganic","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",21.92,"{'Beauty': 4262}","Dermorganic Intensive Hair Repair Masque with Argan Oil for Unisex, 33.8 Ounce"
"2036","B000TFPGP0",5,"Salerm","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",32,"{'Beauty': 25188}","Salerm Wheat Germ Conditioning Treatment (Mascarilla Capilar) 33.7 oz (1 Liter)"
"2037","B000TFQH5I",3.33,"Salerm","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",13.3,"{'Beauty': 10106}","Salerm Wheat Germ Conditioning Treatment (Mascarilla Capilar) 6.74 oz"
"2038","B000TG850M",4,"OGX","[['Beauty', 'Hair Care', 'Conditioners']]",4.49,"{'Beauty': 3835}","OGX Conditioner, Nourishing Coconut Milk, 13oz"
"2039","B000TGCJWC",3.8,"COVERGIRL","[['Beauty', 'Makeup', 'Lips', 'Lipstick']]",4.87,"{'Beauty': 76634}","CoverGirl Outlast Double Lip Shine, Berries And Cream 240, 0.2 Ounce Bottle"
"2040","B000TGEJT8",3.83,"OGX","[['Beauty', 'Hair Care', 'Shampoo & Conditioner Sets']]",3.14,"{'Beauty': 4541}","OGX Shampoo, Nourishing Coconut Milk, 13oz"
"2041","B000THCPDO",5," ","[['Beauty', 'Skin Care', 'Sun', 'Self-Tanners & Bronzers']]",NA,"{'Beauty': 117864}","Bare Escentuals Faux Tan, 4.5oz"
"2042","B000THCTOO",5,"Nexxus","[['Beauty', 'Hair Care', 'Conditioners']]",22.48,"{'Beauty': 4132}","Nexxus Polymedic Emergency Reconstructor Conditioner, 16.9 Ounce"
"2043","B000TK99NU",4.14,"Deva Concepts","[['Beauty', 'Hair Care', 'Conditioners']]",26.23,"{'Beauty': 55}","Deva Curl Ultra Creamy Daily Conditioner, One Condition, 32-Ounces"
"2044","B000TKB1IQ",4,"DevaCurl","[['Beauty', 'Hair Care', 'Styling Products', 'Curl Enhancers']]",16.95," ","Deva Curl angel Light Hold Defining Gel, 12 ounces"
"2045","B000TKH6FI",4,"DevaCurl","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",27.45,"{'Beauty': 555}","Deva Care Arc Angel Firm Hold Defining Gel, 32-Ounce Bottle"
"2046","B000TKH6G2",4.07,"Its a 10","[['Beauty', 'Hair Care', 'Conditioners']]",12.45,"{'Beauty': 1112}","It's A 10 Miracle Leave In Product, 4-Ounces"
"2047","B000TMM2PU",4.2,"Nioxin","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",36.95,"{'Beauty': 61}","Nioxin System 2 Cleanser &amp; Scalp Therapy for Fine Thinning Hair Duo 33.8 oz"
"2048","B000TNOUA4",5,"Maybelline","[['Beauty', 'Makeup', 'Face', 'Blush']]",12.99,"{'Beauty': 75177}","Maybelline Dream Mousse Blush - Soft plum"
"2049","B000TNQVJC",4.5,"Maybelline","[['Beauty', 'Makeup', 'Face', 'Blush']]",20.24,"{'Beauty': 71936}","Maybelline New York Dream Mousse Blush, 50 Cloud Wine, 0.2 Ounce"
"2050","B000TNQVPG",4.64,"Maybelline","[['Beauty', 'Makeup', 'Eyes', 'Eyeliner']]",3.97,"{'Beauty': 22504}","Maybelline New York Unstoppable Eyeliner Carded, Pewter, 0.01 Ounce"
"2051","B000TSZ1KW",5,"THIERRY MUGLER","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",66.84,"{'Beauty': 26711}","Thierry Mugler Alien Non Refillable Stones Eau De Parfum Spray for Women, 2 Ounce"
"2052","B000TTHUDW",5,"Revlon","[['Beauty', 'Makeup', 'Lips', 'Lipstick']]",7.99,"{'Beauty': 269829}","Revlon ColorStay Lipliner with SoftFlex, Plum 665, 0.01 Ounce"
"2053","B000TTPZQ6",4.39,"Upsher-Smith","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions']]",23.94,"{'Beauty': 332}","AmLactin 12 % Moisturizing Lotion - 567 g / 20 oz"
"2054","B000TUB4BU",4.5," ","[['Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum']]",27.95,"{'Beauty': 303090}","Love Potion&reg;: Sugared Honeycomb ~ 1/3 fl.oz. Concentrated Perfume Oil"
"2055","B000TUC9AA",4.45,"Swissco","[['Beauty', 'Bath & Body', 'Bathing Accessories', 'Bath Brushes']]",8.07,"{'Beauty': 864}","Swissco Deluxe Bath Brush, Tortoise 1 ea"
"2056","B000TUFLIC",5,"Swissco","[['Beauty', 'Hair Care', 'Styling Tools', 'Combs']]",12,"{'Beauty': 16300}","Swissco Tortoise Wet Comb Wide Tooth"
"2057","B000TUQWDA",4.2,"Diane","[['Beauty', 'Hair Care', 'Styling Tools', 'Hair Rollers']]",4.53,"{'Beauty': 12623}","Diane Twist-Flex Rods, Blue, 9/16&quot;"
"2058","B000TUUGAK",4.43,"Now Foods","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",15.49,"{'Health & Personal Care': 3320}","NOW Foods - Ylang Ylang Oil 1 Oz"
"2059","B000TW2JQC",4.5,"HerStyler","[['Beauty', 'Hair Care', 'Styling Products', 'Hair Styling Serums']]",5.34,"{'Beauty': 8178}","Herstyler Argan Oil Hair Serum (2.0 oz 60ml)"
"2060","B000TXIQJU",3.6,"Turbie Twist","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Hair Drying Towels']]",18.95,"{'Beauty': 59824}","TURBIE TWIST The Hair Towel (2-pack)"
"2061","B000TYGI3U",3,"MIZANI","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",7.75,"{'Beauty': 23324}","Mizani Rose H2O Creme Conditioning Hairdress 8 oz"
"2062","B000TYTRQK",5,"MIZANI","[['Beauty', 'Hair Care', 'Conditioners']]",13,"{'Beauty': 23558}","Mizani Moisturfuse Moisturizing Conditioner for Unisex, 30 Ounce"
"2063","B000TZJVBK",4.43,"Jonathan Product","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",10.55,"{'Beauty': 9795}","Jonathan Product Dirt Texturizing Paste - 1.7 oz."
"2064","B000TZWCG6",4.67,"Kerastase","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",61.99,"{'Beauty': 6810}","Masquintense Thick by Kerastase for Unisex Hair Mask, 16.9 Ounce"
"2065","B000U01WJ8",5,"Revlon","[['Beauty', 'Makeup', 'Eyes', 'Eye Shadow']]",12.99,"{'Beauty': 23624}","Revlon ColorStay 12 Hour Eye Shadow Quad (310 Coffee Bean)"
"2066","B000U0CA0I",5,"Bio Complex","[['Beauty', 'Hair Care', 'Conditioners']]",12.85,"{'Beauty': 40943}","Dominican Hair Product Placenta de Ovejo (Sheep Placenta) 7oz by Bio Complex"
"2067","B000U0CAYY",5,"STAR","[['Beauty', 'Hair Care', 'Conditioners']]",12.9,"{'Beauty': 27592}","Star Lacio Lacio High Shine Leave in Hair Conditioner 7oz. [Health and Beauty]"
"2068","B000U0DWIM",4,"HALKA BABA de CARACOL","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",10.55,"{'Beauty': 16617}","HALKA BABA de CARACOL Intensive Treatment 16oz"
"2069","B000U0F9GA",4.43,"Conair","[['Beauty', 'Tools & Accessories', 'Mirrors', 'Makeup Mirrors']]",31.99,"{'Beauty': 484}","Conair Oval Double-Sided Lighted Mirror, Oiled-Bronze Finish"
"2070","B000U0XGME",3.8," ","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Tinted Moisturizers']]",NA,"{'Beauty': 149920}","Neutrogena Healthy Skin EnTancer, Medium to Olive 60, 1 Ounce"
"2071","B000U26ZZM",4.2,"Jane Cosmetics","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",9.08,"{'Beauty': 10639}","Jane Carter Solution Wrap and Roll, 8 Oz."
"2072","B000U2AQNY",4.33,"Jane Cosmetics","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",14.2,"{'Beauty': 4448}","Jane Carter Solution All Natural Nourish and Shine for Dry Hair and Dry Skin, 4 Ounce"
"2073","B000U2AUDK",3.5,"Jane Cosmetics","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",6.88,"{'Beauty': 43906}","Jane Carter Twist and Lock, 4 Ounce"
"2074","B000U4WNC4",5,"Kerastase","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",32.15,"{'Beauty': 1078}","Kerastase Paris Resistance Ciment Thermique - 125ml"
"2075","B000U52T9K",4,"Avon","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers']]",6.49,"{'Beauty': 15177}","Avon Solutions Dramatic Firming Cream"
"2076","B000U54QIC",3.2,"Avon","[['Beauty', 'Bath & Body', 'Scrubs & Body Treatments', 'Body Scrubs']]",5.94,"{'Beauty': 43762}","Avon Solutions Banishing Cream Skin Discoloration Improver2.5 fl. oz"
"2077","B000U5O650",3.6,"Neutrogena","[['Beauty', 'Skin Care', 'Face', 'Toners & Astringents']]",8.4,"{'Beauty': 10241}","Neutrogena AlcoholFree Toner, 8.5 Ounce"
"2078","B000U6PW7K",4.5,"DevaCurl","[['Beauty', 'Hair Care', 'Shampoos']]",10.04,"{'Beauty': 3958}","Redken Dandruff Control Shampoo, 10.1 Ounce"
"2079","B000UBN5S8",4,"Gloves In A Bottle","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",14.49,"{'Beauty': 6337}","Gloves In A Bottle Shielding Lotion 8 fl oz (240 ml)"
"2080","B000UEAARO",4,"Aveeno","[['Beauty', 'Bath & Body', 'Bath', 'Bubble Bath']]",5.99,"{'Beauty': 3146}","Aveeno Soothing Bath Treatment, 8 Count, net wt. 1.5oz."
"2081","B000UF5TQK",3.75,"Vaseline","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",12.9,"{'Beauty': 15868}","Vaseline Intensive Care Total Moisture Dry Skin Lotion with Vitamin E &amp; A with pro-vitamin B5 20.3 Ounce"
"2082","B000UGVVHK",4.45,"L&#39;Oreal Paris","[['Beauty', 'Makeup', 'Face', 'Powder']]",6.42,"{'Beauty': 19467}","L'Oreal Paris True Match Powder, Porcelain, 0.33 Ounces"
"2083","B000UJ246Y",4,"Wrap Snap &amp; Go","[['Beauty', 'Hair Care', 'Styling Tools']]",15.5,"{'Beauty': 51437}","Wrap Snap N Go Hair Rollers"
"2084","B000UJTRT6",4.2,"COVERGIRL","[['Beauty', 'Makeup', 'Face', 'Foundation']]",19.95,"{'Beauty': 244803}","CoverGirl Fresh Complexion Pocket Powder Foundation, Soft Honey 655, 0.37 Ounce"
"2085","B000UJZWL8",2,"laura mercier","[['Beauty', 'Makeup', 'Eyes', 'Eyebrow Color']]",16.53,"{'Beauty': 144903}","Laura Mercier Brow Definer - Fair"
"2086","B000ULJN9S",4,"Pureology","[['Beauty', 'Hair Care', 'Conditioners']]",73.6,"{'Beauty': 19671}","Pureology Instant Repair Leave-In Hair Condition 8.5 oz (250 ml)"
"2087","B000ULLKMG",4.67,"QTICA","[['Beauty', 'Skin Care', 'Hands & Nails', 'Cuticle Care', 'Cuticle Repair']]",12.31,"{'Beauty': 6464}","Qtica Intense Cuticle Repair Balm"
"2088","B000ULRBSI",4.5,"Rene Furterer","[['Beauty', 'Hair Care', 'Shampoos']]",16.69,"{'Beauty': 6962}","Rene Furterer Naturia Dry Shampoo 3.2 Ounce (150 ml)"
"2089","B000ULRD1S",3,"SkinCeuticals","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks']]",32,"{'Beauty': 16503}","Skinceuticals Retinol 0.5 Refining Night Cream, 1-Fluid Ounce"
"2090","B000ULRDJU",3,"Schwarzkopf","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",12.95,"{'Beauty': 37042}","Schwarzkopf Bonacure Repair Sealed Ends (2.6 oz)  Colors may vary"
"2091","B000UM2KCY",4.75," ","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Headbands']]",NA,"{'Sports &amp; Outdoors': 77}","Halo II Headband"
"2092","B000UO3GGQ",3,"Ole Henriksen","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions']]",46.5,"{'Beauty': 33476}","Ole Henriksen Sheer Transformation Age Defence, 1.7 Fluid Ounce"
"2093","B000UO9POI",5,"Ole Henriksen","[['Beauty', 'Skin Care', 'Eyes', 'Puffiness Treatments']]",35.95,"{'Beauty': 107062}","Ole Henriksen Ultimate Lift Eye Gel, 1.0 Ounce"
"2094","B000UOKXTY",4.2,"Sex In The City","[['Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum']]",10.98,"{'Beauty': 10235}","Sex In The City Lust for Women, Eau De Parfum Spray 3.3 Ounces"
"2095","B000UPEF88",4,"Paul Mitchell","[['Beauty', 'Hair Care', 'Shampoos']]",6.87,"{'Beauty': 3120}","Paul Mitchell Shampoo Two, Deep Cleaning, 10.14-ounce"
"2096","B000UPOBRI",4.2,"Paul Mitchell","[['Beauty', 'Hair Care', 'Conditioners']]",14.95,"{'Beauty': 25833}","Paul Mitchell The Conditioner, Leave-in Moisturizer, 10.14-ounce"
"2097","B000UPRSKA",4.75," ","[['Beauty', 'Skin Care', 'Face']]",25,"{'Beauty': 2681}","Clarisonic Replacement Brush Head (Delicate)"
"2098","B000UQDR5E",2,"Soft &#39;N Style","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Clips']]",7.85,"{'Beauty': 39043}","Soft 'N Style Hot Roller Clamp (6 Per Bag) (Pack of 3)"
"2099","B000UR90OK",3,"Diane","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators']]",6.09,"{'Beauty': 8481}","Diane Powder Neck Duster"
"2100","B000URD53C",5,"Skintimate","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils']]",3.26,"{'Beauty': 8192}","Skintimate Skin Therapy Lotionized Shave Gel for Dry Skin for Women, 7 Ounce"
"2101","B000URKWQU",4.86,"Nivea","[['Beauty', 'Skin Care', 'Hands & Nails', 'Hand Creams & Lotions']]",12.99,"{'Beauty': 17269}","Nivea Hand Cream, Smooth Indulgence, 3.5-Ounces (Pack of 3)"
"2102","B000URVDIQ",3.25,"Ecco Bella","[['Beauty', 'Makeup', 'Face', 'Foundation']]",20.34,"{'Beauty': 135352}","Ecco Bella FlowerColor Liquid Foundation SPF 15, Ivory Porcelain"
"2103","B000URVDJU",3.29,"Ecco Bella","[['Beauty', 'Makeup', 'Lips', 'Lipstick']]",14.35,"{'Beauty': 133469}","Ecco Bella Peach Frost Flowercolor Lipstick"
"2104","B000URVDKY",5,"Ecco Bella","[['Beauty', 'Makeup', 'Eyes', 'Eyeliner']]",14.94,"{'Beauty': 94473}","Ecco Bella Bronze Natural Soft Eyeliner Pencil"
"2105","B000URVDRW",5,"Organic Fiji","[['Beauty', 'Bath & Body', 'Scrubs & Body Treatments', 'Body Scrubs']]",14.79,"{'Beauty': 4230}","Organic Fiji Sugar Polish, Pineapple Coconut, 20-Ounces"
"2106","B000URYTOQ",3.9,"Ecco Bella","[['Beauty', 'Makeup', 'Eyes', 'Mascara']]",11.69,"{'Beauty': 2007}","Ecco Bella Black Mascara"
"2107","B000US0804",4.12,"Ecco Bella","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers']]",8.08,"{'Beauty': 1642}","Ecco Bella Brown Mascara"
"2108","B000US084U",4.22,"OCuSOFT","[['Beauty', 'Makeup', 'Makeup Remover', 'Eyes']]",14.4,"{'Health & Personal Care': 760}","OCuSOFT Lid Scrub Plus, Pre-Moistened Pads, 30 Count"
"2109","B000US2564",4.5,"Ecco Bella","[['Beauty', 'Makeup', 'Face', 'Foundation']]",14.19,"{'Beauty': 11437}","Ecco Bella Beige FlowerColor Cover Up"
"2110","B000UUNY0I",4,"Frizz-Ease","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",5.29,"{'Beauty': 14426}","John Frieda Collection Frizz-Ease Secret Weapon Straight or Curly Styles Finishing Creme"
"2111","B000UUO5VA",5,"Calvin Klein","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",28.72,"{'Beauty': 20730}","Ck In 2 U Her By Calvin Klein For Women, Eau-de-toilette Spray, 3.4-Ounce"
"2112","B000UUX048",5,"Organic Root (ORS)","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",19.02,"{'Beauty': 120321}","Organic Root Stimulator Olive Oil Replenishing Pack 1.75 oz. (Pack of 12)"
"2113","B000UV3HW2",4.6,"Duri Cosmetics","[['Beauty', 'Makeup', 'Nails', 'Nail Polish']]",21.85,"{'Beauty': 1506}","REJUVACOTE 3 pack"
"2114","B000UVWGGA",5,"St. Ives","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Fluids']]",8.14,"{'Beauty': 433}","St. Ives Fresh Skin Invigorating Apricot Scrub, 10 Ounce"
"2115","B000UVZLHQ",5," ","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Masks']]",17.95,"{'Beauty': 84302}","St. Ives Mineral Clay Firming Mask 4.75 oz."
"2116","B000UVZU1S",4.25,"St. Ives","[['Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions']]",7.46,"{'Beauty': 277}","St. Ives Facial Moisturizer, Timeless Skin Collagen Elastin, 10oz"
"2117","B000UW3XCA",5,"COVERGIRL","[['Beauty', 'Makeup', 'Face', 'Powder']]",5.25,"{'Beauty': 10382}","CoverGirl Professional Translucent Face Loose Powder Translucent Light(N) 110, 0.7 Ounce Shaker top jar"
"2118","B000UWDF0A",3.5,"TRESemme","[['Beauty', 'Hair Care', 'Styling Products', 'Hair Sprays']]",8.49,"{'Beauty': 3569}","Tresemme Tres Two Extra Hold Hair Spray, 11 Ounce"
"2119","B000UWH3SU",4.33,"Pacifica","[['Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum']]",16.58,"{'Beauty': 10451}","Pacifica Tuscan Blood Orange Perfume"
"2120","B000UXX2D4",3,"boscia","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Blotting Paper']]",12.93,"{'Beauty': 26159}","Boscia Green Tea Blotting Linens, 100 Count"
"2121","B000UYIKM6",4.44,"Peter Thomas Roth","[['Beauty', 'Skin Care', 'Eyes']]",29.83,"{'Beauty': 13225}","Peter Thomas Roth Un wrinkle Peel Pads, 60 Count"
"2122","B000V09TVK",4.31,"Garnier","[['Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes']]",6.98,"{'Beauty': 41243}","Garnier Nutrisse Haircolor, B3 Golden Brown Cafe Con Leche"
"2123","B000V10N7I",4,"Swisa Beauty","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels']]",32.5,"{'Beauty': 10891}","Swisa Beauty,  Dead Sea Facial Peel, 1.01-Ounce"
"2124","B000V193RY",3.67,"Davines","[['Beauty', 'Hair Care', 'Conditioners']]",24.5,"{'Beauty': 3751}","Davines Conditioner, NouNou Illluminating with Tomato Extract for Colour Treated Hair, 8.45-Ounces"
"2125","B000V1BDIG",2,"Belli","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Oils']]",34.95,"{'Beauty': 15991}","Belli Elasticity Belly Oil, 4 fl. oz."
"2126","B000V1DJBA",3," ","[['Beauty', 'Skin Care', 'Face', 'Cleansers', 'Washes']]",NA,"{'Beauty': 70598}","Belli Acne Clearing Facial Wash, 6.7 fl. oz."
"2127","B000V1EM34",5,"Davines","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",21.35,"{'Beauty': 12416}","Davines Conditioner, Love, Curl, 8.45-Ounces"
"2128","B000V1QLEM",4.25," ","[['Beauty', 'Skin Care', 'Sun', 'Skin Protection', 'Sports']]",13,"{'Beauty': 62602}","Vanicream Sunscreen, Sensitive Skin, Spf 60, 4 Ounce"
"2129","B000V1ZGR0",4.5,"Avon","[['Beauty', 'Fragrance', ""Men's"", 'Cologne']]",10.73,"{'Beauty': 12068}","Avon Black Suede Cologne Spray"
"2130","B000V26BQY",5," ","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Treatment Tools', 'Face Cleansing Brushes']]",NA,"{'Beauty': 176997}","Clarisonic Classic Sonic Skin Cleansing System - PINK"
"2131","B000V2ACHI",5,"GATSBY","[['Beauty', 'Hair Care', 'Styling Products', 'Pomades & Waxes']]",9.49,"{'Beauty': 1376}","GATSBY MOVING RUBBER WILD SHAKE Hair Wax, 80g/2.8oz"
"2132","B000V2F6BU",3.5,"Wonder Eyelid Tapes","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",13.95,"{'Beauty': 301}","D.U.P Wonder Eyelid Tape Extra - 120 pcs"
"2133","B000V2F9RQ",4,"Cogit","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks']]",2.9,"{'Health & Personal Care': 25490}","Cogit Cellulose Roller For Face Up"
"2134","B000V2FB88",4.14,"softymo","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",11.02,"{'Beauty': 3312}","Kose Softymo Deep Cleansing Oil-230ml"
"2135","B000V2J3ZA",1,"Neutrogena","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",23.63,"{'Beauty': 118470}","Neutrogena Healthy Skin Rejuvenator Puffs Refills, 24 Count"
"2136","B000V2J3ZK",3.33,"Neutrogena","[['Beauty', 'Skin Care', 'Face', 'Cleansers']]",28,"{'Beauty': 92947}","Neutrogena Wave Power-Cleanser and Deep Clean Foaming Pads"
"2137","B000V2OZ6M",3.67,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",3.83,"{'Beauty': 193399}","Ardell Natural Lashes, Sexies Black"
"2138","B000V2R3Y8",4.2,"Ardell","[['Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives']]",3.69,"{'Beauty': 28690}","Ardell Lashgrip Strip Adhesive, Dark, 0.25 Ounce"
"2139","B000V321BM",4.78,"COVERGIRL","[['Beauty', 'Makeup', 'Eyes', 'Eyeliner']]",6.7,"{'Beauty': 18236}","CoverGirl Perfect Blend Pencil Mink(W) 115, 1 Count"
"2140","B000V33OGS",4,"COVERGIRL","[['Beauty', 'Makeup', 'Face', 'Foundation']]",0.01,"{'Beauty': 6913}","CoverGirl Smoothers SPF 21 Tinted Moisturizer, Fair To Light 805, 1.35 Ounce"
"2141","B000V36SZW",4.5,"COVERGIRL","[['Beauty', 'Makeup', 'Face', 'Blush']]",2.99,"{'Beauty': 78325}","CoverGirl Classic Color Blush Rose Silk(N) 540, 0.3 Ounce Pan"
"2142","B000V4PL22",4.33,"Conair","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Barrettes']]",12.45,"{'Beauty': 2194}","Conair Quick Gems Hair Jeweler"
"2143","B000V500YU",3,"Bazaar of India","[['Beauty', 'Hair Care', 'Hair & Scalp Treatments']]",20.8,"{'Health & Personal Care': 9452}","Vadik Herbs Amla Hair Oil, 8oz"
"2144","B000V58ANS",5,"Maybelline","[['Beauty', 'Makeup', 'Face', 'Foundation']]",8.99,"{'Beauty': 99102}","Maybelline Pure Foundation - Classic Ivory"
"2145","B000V5BXNM",4.11,"Maybelline","[['Beauty', 'Makeup', 'Eyes', 'Eyebrow Color']]",1.67,"{'Beauty': 4933}","Maybelline New York Expert Wear Twin Brow and Eye Pencils, 101 Velvet Black, 0.03 Ounce"
"2146","B000V5BXO6",5,"Maybelline","[['Beauty', 'Makeup', 'Eyes', 'Eyebrow Color']]",3.49,"{'Beauty': 25258}","Maybelline New York Expert Wear Twin Brow and Eye Pencils, 103 Medium Brown, 0.06 Ounce"
"2147","B000V6DMUS",3.5,"N.Y.C.","[['Beauty', 'Makeup', 'Face', 'Powder']]",4.75,"{'Beauty': 8496}","New York Color Wheel Mosaic Face Powder, All Over Bronze Glow, 0.32 Ounce"
"2148","B000V70MWS",5," ","[['Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions']]",8.9,"{'Health & Personal Care': 9605}","Lanolin, Anhydrous Lanolin Pharmaceutical Grade"
"2149","B000V89GTC",3.71,"Model in a Bottle","[['Beauty', 'Skin Care', 'Face', 'Treatments & Masks']]",13,"{'Beauty': 4363}","Model in a Bottle Sensitive Makeup Setting Spray - 1.7 oz"
"2150","B000V8BL18",1,"Schwarzkopf","[['Beauty', 'Hair Care', 'Styling Products', 'Creams, Gels & Lotions']]",6.6,"{'Beauty': 4520}","Osis by Schwarzkopf Mess Up (3.4 oz)"
"2151","B000V8I38M",2.67,"Diane","[['Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Hair Pins']]",4.85,"{'Beauty': 6363}","Diane Hair Pins Assorted Size, Black, 100/card"
"2152","B000V8MTIC",3.74,"Wild Growth","[['Beauty', 'Hair Care', 'Hair Loss Products', 'Hair Regrowth Treatments']]",8.19,"{'Beauty': 1446}","Wild Growth Hair Oil 4 Oz"
"2153","B000V96R1G",4.5," ","[['Beauty', 'Bath & Body', 'Cleansers', 'Soaps']]",7.9,"{'Beauty': 34340}","Manuka Honey and Propolis Soap"
"2154","B000V9M8B4",5,"Alberto VO5","[['Beauty', 'Hair Care', 'Shampoos']]",6,"{'Beauty': 105423}","Alberto VO5 Herbal Escapes Kiwi Lime Squeeze Clarifying Shampoo, 15 Ounce"
"2155","B000V9RRD8",4.42,"TRESemme","[['Beauty', 'Hair Care', 'Conditioners']]",8.43,"{'Beauty': 16523}","TRESemme Conditioner Luxurious Moisture, Moisture Rich, Vitamin E, 32 oz"
